Index,Track Name,Latitude,Longitude,Elevation,MetersfromLastNode
2121,sidepath (08-06),18.0409094000,-66.0355094000,111.2520000000,1.0479999470
2125,sidepath (08-06),18.0408250000,-66.0354604000,111.2520000000,10.2631248408
2127,sidepath (08-06),18.0408068000,-66.0354468000,112.4960000000,3.1378399395
2129,sidepath (08-06),18.0407980000,-66.0354448000,114.7360000000,2.4328730094
2130,sidepath (08-06),18.0407904000,-66.0354414000,115.0260000000,1.2275431738
2131,sidepath (08-06),18.0407806000,-66.0354348000,114.6560000000,1.0189068063
2132,sidepath (08-06),18.0407726000,-66.0354256000,114.3660000000,1.7525226224
2133,sidepath (08-06),18.0407678000,-66.0354206000,113.4760000000,1.0566728864
2134,sidepath (08-06),18.0407724000,-66.0354208000,113.2260000000,0.4546464261
2138,sidepath (08-06),18.0408296000,-66.0354860000,112.3360000000,9.0715068721
2139,sidepath (08-06),18.0408260000,-66.0354962000,111.2520000000,1.8157836747
2140,sidepath (08-06),18.0408164000,-66.0355080000,111.2520000000,1.1927958868
2141,sidepath (08-06),18.0408026000,-66.0355090000,112.3660000000,2.0398809522
2142,sidepath (08-06),18.0407898000,-66.0355114000,111.2520000000,1.8785575750
2143,sidepath (08-06),18.0407822000,-66.0355044000,112.3260000000,1.5005934320
2144,sidepath (08-06),18.0407734000,-66.0355042000,111.2520000000,1.5656648285
2150,sidepath (08-06),18.0410704000,-66.0364796000,114.3260000000,107.7787332402
2153,sidepath (08-06),18.0410524000,-66.0355352000,118.7760000000,99.0555460025
2156,sidepath (08-06),18.0409574000,-66.0355554000,114.7860000000,11.4482094865
2157,sidepath (08-06),18.0409604000,-66.0355674000,113.9960000000,1.7419868341
2160,sidepath (08-06),18.0410282000,-66.0356082000,114.8760000000,8.7880253814
2161,sidepath (08-06),18.0410328000,-66.0356230000,114.3960000000,1.5686179214
2163,sidepath (08-06),18.0410248000,-66.0356340000,113.1660000000,2.1213509631
2165,sidepath (08-06),18.0410128000,-66.0356212000,113.4060000000,1.8550982235
2166,sidepath (08-06),18.0410064000,-66.0356216000,113.5160000000,0.9557044941
2167,sidepath (08-06),18.0410008000,-66.0356306000,113.5260000000,0.9198083250
2171,sidepath (08-06),18.0410538000,-66.0356746000,113.5260000000,7.7587275954
2172,sidepath (08-06),18.0410586000,-66.0356874000,113.6460000000,1.6362065616
2174,sidepath (08-06),18.0410338000,-66.0357174000,113.4460000000,4.6031162130
2178,sidepath (08-06),18.0409528000,-66.0357224000,113.5860000000,9.1148638351
2179,sidepath (08-06),18.0409408000,-66.0357254000,113.9160000000,1.5481865092
2180,sidepath (08-06),18.0409466000,-66.0357244000,113.9760000000,1.0497160089
2181,sidepath (08-06),18.0409594000,-66.0357342000,114.1360000000,2.1020975329
2183,sidepath (08-06),18.0410046000,-66.0357324000,114.0660000000,4.7472810112
2186,sidepath (08-06),18.0410742000,-66.0356742000,113.2860000000,10.3171094954
2194,sidepath (08-06),18.0409344000,-66.0355506000,112.6760000000,20.4374429330
2199,sidepath (08-06),18.0408488000,-66.0354654000,111.2520000000,12.7937664820
2200,sidepath (08-06),18.0408376000,-66.0354594000,111.2520000000,1.5126076870
2201,sidepath (08-06),18.0408342000,-66.0354644000,111.2520000000,0.3797411919
2203,sidepath (08-06),18.0408060000,-66.0354924000,111.2520000000,4.3315757968
2204,sidepath (08-06),18.0407972000,-66.0354926000,111.2520000000,1.1392235756
2224,sidepath (08-06),18.0406792000,-66.0350854000,108.1960000000,44.6245429937
2243,sidepath (08-06),18.0410244000,-66.0348888000,104.9360000000,43.8203132822
2245,sidepath (08-06),18.0410418000,-66.0349150000,105.3160000000,3.0331435028
2273,sidepath (08-06),18.0414042000,-66.0353660000,106.6660000000,62.3994843664
2279,sidepath (08-06),18.0414958000,-66.0354496000,106.8560000000,13.2814566202
2291,sidepath (08-06),18.0416980000,-66.0356300000,106.8760000000,29.8442624952
2292,walk along road from sidepath to sidepath,18.0417180000,-66.0356450000,100.5840000000,0.0000000000
2294,walk along road from sidepath to sidepath,18.0417352000,-66.0356740000,100.5840000000,4.0794882923
2295,walk along road from sidepath to sidepath,18.0417314000,-66.0356792000,100.5840000000,0.8158975679
2296,walk along road from sidepath to sidepath,18.0417324000,-66.0356828000,100.5840000000,0.1898705959
2298,walk along road from sidepath to sidepath,18.0417278000,-66.0356830000,101.7720000000,1.3174982310
2299,walk along road from sidepath to sidepath,18.0417396000,-66.0356886000,101.7420000000,1.5129034374
2309,walk along road from sidepath to sidepath,18.0418818000,-66.0358206000,101.7320000000,20.8952258397
2310,walk along road from sidepath to sidepath,18.0418810000,-66.0358292000,101.8620000000,0.7337469910
2311,walk along road from sidepath to sidepath,18.0418876000,-66.0358364000,102.2220000000,0.9876953942
2312,walk along road from sidepath to sidepath,18.0418788000,-66.0358256000,102.1520000000,1.0503323313
2313,walk along road from sidepath to sidepath,18.0418816000,-66.0358176000,102.1020000000,0.7483551801
2314,walk along road from sidepath to sidepath,18.0418688000,-66.0358064000,101.9120000000,2.1045885071
2342,walk along road from sidepath to sidepath,18.0422226000,-66.0361426000,102.2220000000,53.0271837041
2343,walk along road from sidepath to sidepath,18.0422354000,-66.0361592000,102.0920000000,2.1000201033
2347,walk along road from sidepath to sidepath,18.0422780000,-66.0362380000,102.3020000000,10.4374281052
2350,walk along road from sidepath to sidepath,18.0423034000,-66.0362682000,102.9020000000,4.1006286271
2351,walk along road from sidepath to sidepath,18.0422930000,-66.0362614000,102.2120000000,1.5150618653
2353,walk along road from sidepath to sidepath,18.0422836000,-66.0362820000,100.5840000000,2.8714098759
2361,walk along road from sidepath to sidepath,18.0423784000,-66.0364342000,102.9120000000,19.6572582406
2364,walk along road from sidepath to sidepath,18.0424192000,-66.0364924000,103.0620000000,6.9359122739
2368,walk along road from sidepath to sidepath,18.0424080000,-66.0365700000,102.0420000000,8.8261101901
2369,sidepath 2 (08-06),18.0424010000,-66.0365880000,106.2640000000,0.0000000000
2377,sidepath 2 (08-06),18.0421404000,-66.0369250000,113.6640000000,46.2575149819
2378,sidepath 2 (08-06),18.0421252000,-66.0369372000,113.7740000000,1.8584136396
2380,sidepath 2 (08-06),18.0421236000,-66.0369586000,114.3640000000,2.9542990364
2382,sidepath 2 (08-06),18.0421540000,-66.0369620000,115.1040000000,3.5706522001
2383,sidepath 2 (08-06),18.0421592000,-66.0369598000,115.1240000000,0.9199676768
2384,sidepath 2 (08-06),18.0421610000,-66.0369500000,115.6140000000,1.5369068613
2385,sidepath 2 (08-06),18.0421508000,-66.0369480000,115.2240000000,1.2041305391
2393,sidepath 2 (08-06),18.0420426000,-66.0368388000,115.5340000000,16.2817113419
2423,sidepath 2 (08-06),18.0418526000,-66.0362414000,114.5840000000,66.9586358485
2426,sidepath 2 (08-06),18.0418272000,-66.0362376000,115.1640000000,2.9065167675
2427,sidepath 2 (08-06),18.0418358000,-66.0362410000,115.2640000000,0.9546051959
2428,sidepath 2 (08-06),18.0418402000,-66.0362464000,115.0440000000,0.8450374254
2461,sidepath 2 (08-06),18.0420926000,-66.0369568000,114.0240000000,80.2606824315
2463,sidepath 2 (08-06),18.0421246000,-66.0369536000,113.3240000000,3.4886205292
2474,sidepath 2 (08-06),18.0422184000,-66.0367368000,111.4640000000,26.1612287513
2477,sidepath 2 (08-06),18.0422426000,-66.0366764000,111.4940000000,6.9522355846
2486,sidepath 2 (08-06),18.0424344000,-66.0366286000,109.7280000000,22.1134484428
2489,sidepath 2 (08-06),18.0424626000,-66.0365714000,109.7280000000,6.6176650250
2498,sidepath 2 (08-06),18.0423460000,-66.0363850000,109.7280000000,23.5968045336
2499,more road points and bridge start,18.0419260000,-66.0357510000,101.0800000000,0.0000000000
2500,more road points and bridge start,18.0419126000,-66.0357474000,101.5600000000,1.7490392015
2501,more road points and bridge start,18.0418968000,-66.0357412000,101.9700000000,1.7573327230
2529,more road points and bridge start,18.0414430000,-66.0353364000,99.0600000000,66.1405614333
2530,more road points and bridge start,18.0414340000,-66.0353270000,99.0600000000,2.3653025334
2531,more road points and bridge start,18.0414280000,-66.0353204000,99.0600000000,0.7594823837
2533,more road points and bridge start,18.0414418000,-66.0353260000,100.2600000000,1.9357825200
2534,more road points and bridge start,18.0414434000,-66.0353290000,99.0600000000,1.8873261100
2535,more road points and bridge start,18.0414376000,-66.0353280000,99.0600000000,0.5696117878
2537,more road points and bridge start,18.0414026000,-66.0353068000,99.0600000000,4.7711777530
2556,more road points and bridge start,18.0411530000,-66.0349656000,99.0600000000,45.6370821616
2557,more road points and bridge start,18.0411558000,-66.0349448000,99.0600000000,2.1747300919
2559,more road points and bridge start,18.0411826000,-66.0349080000,99.0600000000,5.4029894282
2564,more road points and bridge start,18.0412614000,-66.0348356000,99.0600000000,11.3328034143
2565,more road points and bridge start,18.0412574000,-66.0348196000,99.0600000000,1.4933708530
2566,more road points and bridge start,18.0412632000,-66.0348114000,99.0600000000,0.9197531494
2576,more road points and bridge start,18.0413960000,-66.0346994000,99.0600000000,19.0907168978
2578,more road points and bridge start,18.0414106000,-66.0346836000,99.0600000000,2.2374244944
2579,more road points and bridge start,18.0414278000,-66.0346758000,99.0600000000,2.0313964209
2581,more road points and bridge start,18.0414548000,-66.0346496000,99.0600000000,4.1919936317
2583,more road points and bridge start,18.0414800000,-66.0346154000,99.0600000000,4.4836528412
2591,more road points and bridge start,18.0416104000,-66.0345272000,99.0600000000,17.3745994339
2592,more road points and bridge start,18.0416132000,-66.0345214000,99.0600000000,0.8158980206
2593,more road points and bridge start,18.0416124000,-66.0345236000,99.0600000000,0.0000000000
2598,more road points and bridge start,18.0415014000,-66.0346288000,99.0600000000,16.9060751384
2599,more road points and bridge start,18.0414846000,-66.0346410000,99.0600000000,2.0313964209
2617,more road points and bridge start,18.0411546000,-66.0348566000,98.0000000000,43.4963988835
2618,more road points and bridge start,18.0411404000,-66.0348480000,97.7100000000,1.7067053059
2621,more road points and bridge start,18.0411000000,-66.0347860000,97.7800000000,8.5392683360
2622,extra notes from looped community,18.0432050000,-66.0304450000,191.8500000000,0.0000000000
2638,extra notes from looped community,18.0434802000,-66.0299666000,194.0900000000,59.1161862292
2639,extra notes from looped community,18.0434734000,-66.0299630000,192.9700000000,1.4492524621
2640,extra notes from looped community,18.0434626000,-66.0299648000,191.9900000000,1.8023225025
2643,extra notes from looped community,18.0434356000,-66.0299700000,190.5000000000,3.3836542168
2644,extra notes from looped community,18.0434270000,-66.0299750000,189.4900000000,1.5629608046
2645,extra notes from looped community,18.0434258000,-66.0299858000,190.5000000000,1.7623853081
2647,extra notes from looped community,18.0434434000,-66.0299810000,190.5000000000,1.8987059593
2664,extra notes from looped community,18.0437662000,-66.0295976000,190.5000000000,54.6080824925
2677,extra notes from looped community,18.0440400000,-66.0294008000,193.6900000000,36.6321201109
2679,extra notes from looped community,18.0440682000,-66.0293916000,195.4100000000,4.1086083489
2681,extra notes from looped community,18.0440938000,-66.0293854000,197.1800000000,3.5159516292
2682,extra notes from looped community,18.0441092000,-66.0293826000,198.0400000000,2.0447957928
2683,extra notes from looped community,18.0441244000,-66.0293792000,198.9200000000,1.9221129777
2687,extra notes from looped community,18.0441884000,-66.0293384000,200.6800000000,8.2820564236
2717,extra notes from looped community,18.0446192000,-66.0285954000,199.9800000000,92.2152343593
2719,extra notes from looped community,18.0445962000,-66.0285714000,198.4300000000,3.6315711709
2724,extra notes from looped community,18.0445206000,-66.0285530000,193.4100000000,9.9843901469
2726,extra notes from looped community,18.0444946000,-66.0285730000,192.4000000000,3.8655320775
2727,extra notes from looped community,18.0444904000,-66.0285852000,192.8800000000,1.5685917183
2728,extra notes from looped community,18.0444898000,-66.0285902000,193.2000000000,0.3720898322
2731,extra notes from looped community,18.0445230000,-66.0285804000,193.6500000000,3.8915684016
2732,extra notes from looped community,18.0445306000,-66.0285848000,193.1400000000,1.2972432298
2733,extra notes from looped community,18.0445330000,-66.0285832000,192.8000000000,0.8204387389
2734,extra notes from looped community,18.0445234000,-66.0285858000,191.7700000000,1.6971149834
2736,extra notes from looped community,18.0445202000,-66.0285860000,191.8200000000,0.3830187630
2737,extra notes from looped community,18.0445216000,-66.0285862000,192.0500000000,0.2982462794
2738,extra notes from looped community,18.0445152000,-66.0285794000,192.3700000000,0.9738205876
2741,extra notes from looped community,18.0444674000,-66.0285792000,192.3400000000,5.3164613295
2742,extra notes from looped community,18.0444718000,-66.0285758000,192.9100000000,0.9952751329
2745,extra notes from looped community,18.0445214000,-66.0285524000,195.0900000000,6.3059006086
2746,extra notes from looped community,18.0445314000,-66.0285574000,195.4700000000,1.4013205440
2755,extra notes from looped community,18.0444988000,-66.0287784000,191.9700000000,23.6484371539
2756,extra notes from looped community,18.0445032000,-66.0287892000,192.4500000000,0.9466110302
2758,extra notes from looped community,18.0445196000,-66.0288006000,194.2400000000,2.9824587154
2759,extra notes from looped community,18.0445190000,-66.0288036000,194.5100000000,0.2700000000
2764,extra notes from looped community,18.0444872000,-66.0287980000,188.1000000000,7.3554370635
2765,extra notes from looped community,18.0444886000,-66.0288028000,187.4900000000,0.6388668431
2773,extra notes from looped community,18.0444038000,-66.0290176000,185.2600000000,25.0815601498
2776,extra notes from looped community,18.0443626000,-66.0291576000,187.6400000000,16.0124291941
2779,extra notes from looped community,18.0443204000,-66.0292066000,186.8600000000,6.8502349779
2780,extra notes from looped community,18.0442964000,-66.0292234000,186.5400000000,3.2093179886
2782,extra notes from looped community,18.0442696000,-66.0292536000,187.3100000000,4.1289059278
2783,extra notes from looped community,18.0442710000,-66.0292642000,188.2800000000,2.3812151484
2784,extra notes from looped community,18.0442788000,-66.0292698000,189.3300000000,1.2958832861
2785,extra notes from looped community,18.0442824000,-66.0292746000,190.5000000000,1.4263848612
2786,extra notes from looped community,18.0442948000,-66.0292764000,192.2700000000,2.2134568703
2787,extra notes from looped community,18.0443028000,-66.0292804000,194.2700000000,2.3286780604
2788,extra notes from looped community,18.0443180000,-66.0292848000,196.4900000000,2.6899170925
2792,extra notes from looped community,18.0443624000,-66.0293120000,203.6700000000,9.2831561138
2795,extra notes from looped community,18.0443206000,-66.0293464000,204.9300000000,5.9489189361
2799,extra notes from looped community,18.0442704000,-66.0293862000,200.0700000000,8.6509129188
2800,extra notes from looped community,18.0442604000,-66.0293920000,198.3000000000,2.1049300119
2837,extra notes from looped community,18.0443984000,-66.0304230000,176.3000000000,112.9981189822
2839,extra notes from looped community,18.0444292000,-66.0304536000,175.7800000000,4.9987611279
2869,extra notes from looped community,18.0451442000,-66.0310950000,180.5400000000,104.6874636321
2872,extra notes from looped community,18.0452476000,-66.0312104000,187.7700000000,17.8861153044
2906,extra notes from looped community,18.0451874000,-66.0322898000,183.7400000000,114.3713716194
2937,extra notes from looped community,18.0442830000,-66.0325888000,180.8500000000,105.3528717734
2973,extra notes from looped community,18.0435458000,-66.0329260000,160.3500000000,92.0512943843
2987,extra notes from looped community,18.0432686000,-66.0329344000,156.1700000000,31.2382559755
2988,extra notes from looped community,18.0432676000,-66.0329324000,157.3000000000,1.1300000000
3031,extra notes from looped community,18.0418060000,-66.0343800000,144.3000000000,223.3010447458
3032,small sidepath,18.0438660000,-66.0396050000,114.2620000000,0.0000000000
3033,small sidepath,18.0438628000,-66.0395964000,114.8220000000,0.9333400842
3034,small sidepath,18.0438614000,-66.0395962000,114.7920000000,0.3809243662
3055,small sidepath,18.0440188000,-66.0399980000,118.2520000000,46.2495487912
3056,small sidepath,18.0440212000,-66.0400006000,118.3520000000,0.2145946020
3070,small sidepath,18.0439058000,-66.0397204000,115.8240000000,32.3988407656
3072,small sidepath,18.0438988000,-66.0397030000,115.8240000000,1.5525295001
3076,small sidepath,18.0438772000,-66.0396498000,113.9320000000,6.6347484019
3093,small sidepath,18.0440848000,-66.0401706000,117.9420000000,59.7049763437
3094,small sidepath,18.0440980000,-66.0401704000,118.6120000000,1.6601668485
3096,small sidepath,18.0441118000,-66.0402014000,119.3220000000,3.3398947439
3106,small sidepath,18.0440768000,-66.0408406000,121.7420000000,68.0293966644
3107,small sidepath,18.0440574000,-66.0408502000,121.0820000000,2.3063442557
3108,small sidepath,18.0440512000,-66.0408526000,119.9220000000,1.5632930922
3109,small sidepath,18.0440520000,-66.0408566000,118.8920000000,1.0300000000
3110,small sidepath,18.0440560000,-66.0408384000,117.8020000000,1.8488349100
3140,small sidepath,18.0438436000,-66.0397684000,108.9020000000,115.4299778485
3142,small sidepath,18.0438590000,-66.0397300000,109.2220000000,5.3455303113
3144,small sidepath,18.0439084000,-66.0397034000,110.1520000000,5.9897339244
3176,small sidepath,18.0459640000,-66.0404388000,121.1220000000,241.3787826887
3183,small sidepath,18.0461004000,-66.0410632000,123.6220000000,67.5351042039
3245,small sidepath,18.0472830000,-66.0427550000,126.9620000000,222.1401469224
3246,small sidepath near community end,18.0472680000,-66.0427560000,138.6840000000,0.0000000000
3247,small sidepath near community end,18.0472650000,-66.0427572000,137.3820000000,1.3562475337
3260,small sidepath near community end,18.0476290000,-66.0426980000,134.8020000000,41.0267235200
3284,small sidepath near community end,18.0481640000,-66.0425192000,129.4520000000,62.7743868230
3287,small sidepath near community end,18.0472886000,-66.0428244000,145.9120000000,103.8141575552
3289,small sidepath near community end,18.0472880000,-66.0428200000,144.8920000000,1.0200000000
3290,quick side,18.0482560000,-66.0437460000,132.0580000000,0.0000000000
3291,quick side,18.0482668000,-66.0437556000,132.6680000000,1.6309622675
3292,quick side,18.0482744000,-66.0437666000,133.3380000000,1.7639445960
3297,quick side,18.0482750000,-66.0438680000,135.3580000000,11.0184349442
3298,another path,18.0400730000,-66.0354580000,123.1180000000,0.0000000000
3351,another path,18.0391404000,-66.0373852000,136.9080000000,228.2882267899
3352,another path,18.0391394000,-66.0373862000,136.7780000000,0.2301105021
3353,another path,18.0391526000,-66.0373798000,136.7880000000,1.6819199071
3354,another path,18.0391726000,-66.0373792000,137.0980000000,2.2994393710
3356,another path,18.0391828000,-66.0373624000,137.2680000000,1.7367134834
3457,another path,18.0398130000,-66.0340110000,111.8680000000,362.3221178114
3458,steep path more details,18.0325180000,-66.0336360000,97.6120000000,0.0000000000
3459,steep path more details,18.0325136000,-66.0336510000,97.1820000000,1.6875645240
3461,steep path more details,18.0325108000,-66.0336680000,96.4320000000,1.6385088944
3463,steep path more details,18.0325168000,-66.0336954000,96.1620000000,3.6997588847
3464,steep path more details,18.0325240000,-66.0337104000,96.0420000000,1.0548713705
3469,steep path more details,18.0325514000,-66.0337868000,96.6120000000,9.2008522772
3470,steep path more details,18.0325494000,-66.0337982000,96.8420000000,0.8477283515
3471,steep path more details,18.0325552000,-66.0338148000,97.1520000000,1.6610458849
3472,steep path more details,18.0325488000,-66.0338310000,97.4720000000,2.3179890170
3510,steep path more details,18.0325336000,-66.0346514000,106.2820000000,87.1211764952
3512,steep path more details,18.0325224000,-66.0346796000,107.0320000000,3.9201394187
3517,steep path more details,18.0324692000,-66.0347712000,106.8220000000,11.0828363874
3518,steep path more details,18.0324556000,-66.0347854000,106.6620000000,1.6894952398
3532,steep path more details,18.0323554000,-66.0350780000,109.8920000000,33.7847720408
3544,steep path more details,18.0321768000,-66.0353746000,112.2120000000,36.9753078967
3545,steep path more details,18.0321658000,-66.0353882000,112.5820000000,1.5572198006
3556,steep path more details,18.0320404000,-66.0355676000,111.8620000000,24.0444869285
3563,steep path more details,18.0320610000,-66.0356884000,113.0420000000,13.2840082855
3564,steep path more details,18.0320634000,-66.0356908000,114.3720000000,1.3434845899
3566,steep path more details,18.0320624000,-66.0357020000,115.8240000000,2.0480418327
3567,steep path more details,18.0320618000,-66.0357080000,115.8240000000,0.0000000000
3574,steep path more details,18.0320230000,-66.0358262000,115.8240000000,13.7748037630
3575,steep path more details,18.0320234000,-66.0358366000,115.8240000000,0.7221794089
3576,steep path more details,18.0320324000,-66.0358426000,115.8240000000,1.3488415457
3577,steep path more details,18.0320542000,-66.0358422000,115.8240000000,2.4683177471
3578,steep path more details,18.0320600000,-66.0358496000,115.8240000000,1.6318653929
3579,steep path more details,18.0320636000,-66.0358626000,115.8240000000,1.4934439166
3580,steep path more details,18.0320590000,-66.0358834000,115.8240000000,1.6318653929
3582,steep path more details,18.0320698000,-66.0359138000,114.7620000000,3.9916045313
3583,steep path more details,18.0320698000,-66.0359246000,113.9820000000,1.6415148756
3584,steep path more details,18.0320722000,-66.0359284000,113.8320000000,0.2419728150
3585,steep path more details,18.0320702000,-66.0359264000,114.0120000000,0.2616311205
3586,steep path more details,18.0320726000,-66.0359204000,114.0920000000,0.7509950835
3587,steep path more details,18.0320712000,-66.0359174000,113.8120000000,0.2800000000
3588,steep path more details,18.0320644000,-66.0359240000,113.1520000000,1.2385298806
